"","Date","Site.ID","Daily.Mean.Concentration","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"35",2018-04-17,370110002,3.7,"PM2.5","Avery",35.972347,-81.933072
"36",2018-04-20,370110002,2.6,"PM2.5","Avery",35.972347,-81.933072
"37",2018-04-23,370110002,1.6,"PM2.5","Avery",35.972347,-81.933072
"38",2018-04-26,370110002,2.2,"PM2.5","Avery",35.972347,-81.933072
"39",2018-04-29,370110002,2.7,"PM2.5","Avery",35.972347,-81.933072
"40",2018-05-02,370110002,7.3,"PM2.5","Avery",35.972347,-81.933072
"41",2018-05-05,370110002,10.1,"PM2.5","Avery",35.972347,-81.933072
"42",2018-05-08,370110002,4.8,"PM2.5","Avery",35.972347,-81.933072
"43",2018-05-11,370110002,8.4,"PM2.5","Avery",35.972347,-81.933072
"44",2018-05-14,370110002,11.7,"PM2.5","Avery",35.972347,-81.933072
"45",2018-05-17,370110002,2.6,"PM2.5","Avery",35.972347,-81.933072
"46",2018-05-20,370110002,5.3,"PM2.5","Avery",35.972347,-81.933072
"47",2018-05-23,370110002,5.5,"PM2.5","Avery",35.972347,-81.933072
"48",2018-05-26,370110002,2.2,"PM2.5","Avery",35.972347,-81.933072
"49",2018-05-29,370110002,1.2,"PM2.5","Avery",35.972347,-81.933072
"50",2018-06-01,370110002,3.6,"PM2.5","Avery",35.972347,-81.933072
"51",2018-06-04,370110002,3.9,"PM2.5","Avery",35.972347,-81.933072
"52",2018-06-07,370110002,8,"PM2.5","Avery",35.972347,-81.933072
"53",2018-06-10,370110002,9.3,"PM2.5","Avery",35.972347,-81.933072
"54",2018-06-13,370110002,4.3,"PM2.5","Avery",35.972347,-81.933072
"55",2018-06-16,370110002,9.8,"PM2.5","Avery",35.972347,-81.933072
"56",2018-06-19,370110002,10.1,"PM2.5","Avery",35.972347,-81.933072
"57",2018-06-22,370110002,4.8,"PM2.5","Avery",35.972347,-81.933072
"58",2018-06-25,370110002,4.9,"PM2.5","Avery",35.972347,-81.933072
"59",2018-06-28,370110002,5.8,"PM2.5","Avery",35.972347,-81.933072
"60",2018-01-02,370210034,6.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"61",2018-01-08,370210034,9.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"62",2018-01-14,370210034,4.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"63",2018-01-20,370210034,5.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"64",2018-01-26,370210034,8.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"65",2018-02-01,370210034,10.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"66",2018-02-07,370210034,3.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"67",2018-02-13,370210034,4.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"68",2018-02-19,370210034,3.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"69",2018-02-25,370210034,5.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"70",2018-03-03,370210034,2.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"71",2018-03-09,370210034,6.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"72",2018-03-15,370210034,7.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"73",2018-03-21,370210034,2.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"74",2018-03-27,370210034,5.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"75",2018-04-02,370210034,9.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"76",2018-04-08,370210034,3.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"77",2018-04-14,370210034,9.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"78",2018-04-20,370210034,4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"79",2018-04-26,370210034,3.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"80",2018-05-02,370210034,11.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"81",2018-05-08,370210034,6.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"82",2018-05-14,370210034,13.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"83",2018-05-20,370210034,9.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"84",2018-05-26,370210034,3.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"85",2018-06-01,370210034,3.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"86",2018-06-07,370210034,11,"PM2.5","Buncombe",35.6062000008935,-82.5844
"87",2018-06-13,370210034,6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"88",2018-06-19,370210034,10.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"89",2018-06-25,370210034,5.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"90",2018-07-01,370210034,7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"91",2018-07-07,370210034,5.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"92",2018-07-13,370210034,10.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"93",2018-07-19,370210034,10.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"94",2018-07-25,370210034,5.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"95",2018-07-31,370210034,7.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"96",2018-08-06,370210034,7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"97",2018-08-12,370210034,9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"98",2018-08-18,370210034,5.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"99",2018-08-24,370210034,7.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"100",2018-08-30,370210034,7.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"101",2018-09-05,370210034,7.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"102",2018-09-11,370210034,5.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"103",2018-09-17,370210034,1.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"104",2018-09-23,370210034,11.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"105",2018-09-29,370210034,3.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"106",2018-10-05,370210034,7.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"107",2018-10-11,370210034,2.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"108",2018-10-17,370210034,1.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"109",2018-10-23,370210034,5.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"110",2018-10-29,370210034,3.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"111",2018-11-04,370210034,5.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"112",2018-11-10,370210034,5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"113",2018-11-22,370210034,6.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"114",2018-11-28,370210034,6.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"115",2018-12-04,370210034,2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"116",2018-12-10,370210034,3.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"117",2018-12-16,370210034,3.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"118",2018-12-22,370210034,2.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"119",2018-12-28,370210034,2.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"170",2018-11-16,370210034,3.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"178",2018-01-01,370210034,5.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"180",2018-01-03,370210034,12.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"181",2018-01-04,370210034,5.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"182",2018-01-05,370210034,5.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"183",2018-01-06,370210034,4.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"184",2018-01-07,370210034,13.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"186",2018-01-09,370210034,12.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"187",2018-01-10,370210034,8.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"188",2018-01-11,370210034,3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"189",2018-01-12,370210034,0.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"190",2018-01-13,370210034,1.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"192",2018-01-15,370210034,9.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"193",2018-01-16,370210034,14.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"194",2018-01-17,370210034,6.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"195",2018-01-18,370210034,6.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"196",2018-01-19,370210034,6.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"198",2018-01-21,370210034,11.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"199",2018-01-22,370210034,10,"PM2.5","Buncombe",35.6062000008935,-82.5844
"200",2018-01-23,370210034,2.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"201",2018-01-24,370210034,3.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"202",2018-01-25,370210034,5.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"204",2018-01-27,370210034,6.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"205",2018-01-28,370210034,6.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"206",2018-01-29,370210034,2.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"207",2018-01-30,370210034,2.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"208",2018-01-31,370210034,8.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"210",2018-02-02,370210034,2.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"211",2018-02-03,370210034,6.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"212",2018-02-04,370210034,3.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"213",2018-02-05,370210034,3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"214",2018-02-06,370210034,6.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"216",2018-02-08,370210034,3.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"217",2018-02-09,370210034,6.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"218",2018-02-10,370210034,2.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"219",2018-02-11,370210034,2.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"220",2018-02-12,370210034,2.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"222",2018-02-14,370210034,7.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"223",2018-02-15,370210034,4.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"224",2018-02-16,370210034,3.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"225",2018-02-17,370210034,1.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"226",2018-02-18,370210034,0.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"228",2018-02-20,370210034,6.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"229",2018-02-21,370210034,5.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"230",2018-02-22,370210034,9.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"231",2018-02-23,370210034,10.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"232",2018-02-24,370210034,9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"234",2018-02-26,370210034,2.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"235",2018-02-27,370210034,4.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"236",2018-02-28,370210034,4.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"237",2018-03-01,370210034,2.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"238",2018-03-02,370210034,1.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"240",2018-03-04,370210034,3.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"241",2018-03-05,370210034,9.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"242",2018-03-06,370210034,19,"PM2.5","Buncombe",35.6062000008935,-82.5844
"243",2018-03-07,370210034,5.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"244",2018-03-08,370210034,4.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"246",2018-03-10,370210034,19.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"247",2018-03-11,370210034,22.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"248",2018-03-12,370210034,2.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"249",2018-03-13,370210034,7.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"250",2018-03-14,370210034,3.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"252",2018-03-16,370210034,12.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"253",2018-03-17,370210034,12.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"254",2018-03-18,370210034,7.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"255",2018-03-19,370210034,9.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"256",2018-03-20,370210034,3.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"258",2018-03-22,370210034,4.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"259",2018-03-23,370210034,6.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"260",2018-03-24,370210034,8.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"261",2018-03-25,370210034,3.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"262",2018-03-26,370210034,4.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"264",2018-03-28,370210034,9.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"265",2018-03-29,370210034,10.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"266",2018-03-30,370210034,0.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"267",2018-03-31,370210034,3.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"268",2018-04-01,370210034,7.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"270",2018-04-03,370210034,13.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"271",2018-04-04,370210034,4.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"272",2018-04-05,370210034,4.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"273",2018-04-06,370210034,8.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"274",2018-04-07,370210034,5.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"276",2018-04-09,370210034,5.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"277",2018-04-10,370210034,7.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"278",2018-04-11,370210034,5.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"279",2018-04-12,370210034,12.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"280",2018-04-13,370210034,14.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"282",2018-04-15,370210034,5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"283",2018-04-16,370210034,6.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"284",2018-04-17,370210034,5.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"285",2018-04-18,370210034,8.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"286",2018-04-19,370210034,5.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"288",2018-04-21,370210034,8.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"289",2018-04-22,370210034,9.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"290",2018-04-23,370210034,1.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"291",2018-04-24,370210034,1.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"292",2018-04-25,370210034,0.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"294",2018-04-27,370210034,5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"295",2018-04-28,370210034,8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"296",2018-04-29,370210034,3.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"297",2018-04-30,370210034,4.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"298",2018-05-01,370210034,8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"300",2018-05-03,370210034,12.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"301",2018-05-04,370210034,11.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"302",2018-05-05,370210034,13.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"303",2018-05-06,370210034,4.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"304",2018-05-07,370210034,6.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"306",2018-05-09,370210034,8.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"307",2018-05-10,370210034,10.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"308",2018-05-11,370210034,10.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"309",2018-05-12,370210034,11.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"310",2018-05-13,370210034,12.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"312",2018-05-15,370210034,10.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"313",2018-05-16,370210034,2.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"314",2018-05-17,370210034,3.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"315",2018-05-18,370210034,3.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"316",2018-05-19,370210034,6.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"318",2018-05-21,370210034,5.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"319",2018-05-22,370210034,5.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"320",2018-05-23,370210034,5.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"321",2018-05-24,370210034,10.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"322",2018-05-25,370210034,4.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"324",2018-05-27,370210034,6.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"325",2018-05-28,370210034,1.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"326",2018-05-29,370210034,0.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"327",2018-05-30,370210034,3.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"328",2018-05-31,370210034,5.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"330",2018-06-02,370210034,4.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"331",2018-06-03,370210034,7.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"332",2018-06-08,370210034,12.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"333",2018-06-09,370210034,12.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"334",2018-06-10,370210034,11.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"335",2018-06-11,370210034,9.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"336",2018-06-12,370210034,2.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"338",2018-06-14,370210034,6.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"339",2018-06-15,370210034,9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"340",2018-06-16,370210034,10.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"341",2018-06-17,370210034,11.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"342",2018-06-18,370210034,9.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"344",2018-06-20,370210034,12.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"345",2018-06-21,370210034,8.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"346",2018-06-22,370210034,4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"347",2018-06-23,370210034,4.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"348",2018-06-24,370210034,6.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"350",2018-06-26,370210034,3.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"351",2018-06-27,370210034,3.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"352",2018-06-28,370210034,3.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"353",2018-06-29,370210034,6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"354",2018-06-30,370210034,10.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"356",2018-07-02,370210034,4.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"357",2018-07-03,370210034,9.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"358",2018-07-04,370210034,16.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"359",2018-07-05,370210034,7.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"360",2018-07-06,370210034,6.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"362",2018-07-08,370210034,5.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"363",2018-07-09,370210034,8.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"364",2018-07-10,370210034,9.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"365",2018-07-11,370210034,10.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"366",2018-07-12,370210034,11.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"368",2018-07-14,370210034,12.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"369",2018-07-15,370210034,11.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"370",2018-07-16,370210034,6.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"371",2018-07-17,370210034,7.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"372",2018-07-18,370210034,6.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"374",2018-07-20,370210034,12,"PM2.5","Buncombe",35.6062000008935,-82.5844
"375",2018-07-21,370210034,4.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"376",2018-07-22,370210034,4.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"377",2018-07-23,370210034,5.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"378",2018-07-24,370210034,6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"380",2018-07-26,370210034,6.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"381",2018-07-27,370210034,10.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"382",2018-07-28,370210034,9.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
"383",2018-07-29,370210034,9.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"384",2018-07-30,370210034,8.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"386",2018-08-01,370210034,4.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"387",2018-08-02,370210034,1.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"388",2018-08-03,370210034,1.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"389",2018-08-04,370210034,4.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"390",2018-08-05,370210034,6.4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"392",2018-08-07,370210034,5.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"393",2018-08-08,370210034,5.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"394",2018-08-09,370210034,5.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"395",2018-08-10,370210034,4,"PM2.5","Buncombe",35.6062000008935,-82.5844
"396",2018-08-11,370210034,3.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"398",2018-08-13,370210034,10.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"399",2018-08-14,370210034,11.9,"PM2.5","Buncombe",35.6062000008935,-82.5844
"400",2018-08-15,370210034,13.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"401",2018-08-16,370210034,17.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"402",2018-08-17,370210034,13.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"404",2018-08-19,370210034,5.3,"PM2.5","Buncombe",35.6062000008935,-82.5844
"405",2018-08-20,370210034,6.5,"PM2.5","Buncombe",35.6062000008935,-82.5844
"406",2018-08-21,370210034,7.2,"PM2.5","Buncombe",35.6062000008935,-82.5844
"407",2018-08-22,370210034,7.7,"PM2.5","Buncombe",35.6062000008935,-82.5844
"408",2018-08-23,370210034,11.8,"PM2.5","Buncombe",35.6062000008935,-82.5844
"410",2018-08-25,370210034,10.6,"PM2.5","Buncombe",35.6062000008935,-82.5844
"411",2018-08-26,370210034,13.1,"PM2.5","Buncombe",35.6062000008935,-82.5844
